,ID,Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Jersey Number,Height,Weight,Release Clause
234,224411,Gonçalo Guedes,21,Portugal,82,Valencia CF,€29M,€36K,Right,LM,17,5'10,150lbs,€63.1M
235,223959,L. Torreira,22,Uruguay,82,Arsenal,€25M,€98K,Right,LCM,14,5'6,141lbs,€49.4M
236,222737,Malcom,21,Brazil,82,FC Barcelona,€31.5M,€140K,Left,RW,14,5'8,163lbs,€70.9M
237,221087,Pau López,23,Spain,82,Real Betis,€21.5M,€21K,Left,GK,23,6'2,170lbs,€46.8M
238,220814,L. Hernández,22,France,82,Atlético Madrid,€25.5M,€53K,Left,LB,21,6'0,168lbs,€57.4M
239,220440,C. Lenglet,23,France,82,FC Barcelona,€26M,€135K,Left,LCB,15,6'1,179lbs,€58.5M
240,216354,A. Kramarić,27,Croatia,82,TSG 1899 Hoffenheim,€26M,€54K,Right,LCM,27,5'10,161lbs,€46.2M
241,216267,A. Robertson,24,Scotland,82,Liverpool,€24.5M,€98K,Left,LB,3,5'10,141lbs,€48.4M
242,216194,Dani García,28,Spain,82,Athletic Club de Bilbao,€20M,€33K,Right,RCM,16,5'11,176lbs,€43.5M
243,212404,F. Bernardeschi,24,Italy,82,Juventus,€29.5M,€110K,Left,RM,20,6'1,170lbs,€50.9M
244,212194,J. Brandt,22,Germany,82,Bayer 04 Leverkusen,€30.5M,€68K,Right,LM,10,6'1,185lbs,€58M
245,211320,D. Rugani,23,Italy,82,Juventus,€24.5M,€95K,Right,CB,15,6'3,185lbs,€42.3M
246,210617,Samu Castillejo,23,Spain,82,Milan,€29M,€94K,Left,RM,7,6'0,148lbs,€51.5M
247,210514,João Cancelo,24,Portugal,82,Juventus,€25.5M,€95K,Right,RB,2,6'0,163lbs,€47.2M
248,210413,A. Romagnoli,23,Italy,82,Milan,€26.5M,€84K,Left,LCB,13,6'2,172lbs,€50.4M
249,209989,T. Partey,25,Ghana,82,Atlético Madrid,€25.5M,€59K,Right,CDM,5,6'1,170lbs,€57.4M
250,209297,Fred,25,Brazil,82,Manchester United,€26.5M,€140K,Left,CM,17,5'7,141lbs,€51M
251,208830,J. Vardy,31,England,82,Leicester City,€20M,€96K,Right,ST,9,5'10,163lbs,€38M
252,208596,A. Belotti,24,Italy,82,Torino,€30M,€58K,Right,LS,9,5'11,159lbs,€53.3M
253,208448,E. Forsberg,26,Sweden,82,RB Leipzig,€26M,€67K,Right,LM,10,5'10,163lbs,€46.2M
254,207494,J. Lingard,25,England,82,Manchester United,€26.5M,€140K,Right,CAM,7,5'9,137lbs,€51M
255,207471,F. Vázquez,29,Argentina,82,Sevilla FC,€21.5M,€27K,Left,LCM,22,6'1,181lbs,€45.2M
256,205678,E. Višća,28,Bosnia Herzegovina,82,Medipol Başakşehir FK,€22.5M,€40K,Right,RM,7,5'8,139lbs,€42.8M
257,205452,A. Rüdiger,25,Germany,82,Chelsea,€22.5M,€110K,Right,CB,16,6'3,187lbs,€43.3M
258,203551,A. Florenzi,27,Italy,82,Roma,€20.5M,€73K,Right,RB,16,5'8,148lbs,€36.4M
259,203263,H. Maguire,25,England,82,Leicester City,€23.5M,€77K,Right,LCB,6,6'4,220lbs,€46.4M
260,202371,T. Meunier,26,Belgium,82,Paris Saint-Germain,€21M,€87K,Right,RM,15,6'3,198lbs,€40.4M
261,201956,S. Sané,27,Senegal,82,FC Schalke 04,€18.5M,€41K,Right,CB,26,6'5,187lbs,€31.5M
262,201455,G. Kondogbia,25,Central African Rep.,82,Valencia CF,€27.5M,€46K,Left,CM,6,6'2,176lbs,€59.8M
263,201400,Rafinha,25,Brazil,82,FC Barcelona,€29.5M,€165K,Left,CAM,12,5'9,157lbs,€62.7M
264,201305,Gabriel Paulista,27,Brazil,82,Valencia CF,€21M,€44K,Right,LCB,5,6'2,174lbs,€45.7M
265,201153,Morata,25,Spain,82,Chelsea,€28.5M,€135K,Right,ST,7,6'2,187lbs,€54.9M
266,199987,J. Cillessen,29,Netherlands,82,FC Barcelona,€18M,€135K,Right,GK,1,6'1,183lbs,€38.3M
267,199451,W. Ben Yedder,27,France,82,Sevilla FC,€23.5M,€28K,Right,RS,9,5'7,150lbs,€49.4M
268,198951,C. Bakambu,27,DR Congo,82,Beijing Sinobo Guoan FC,€26M,€33K,Right,ST,17,6'0,161lbs,€59.2M
269,198950,Pablo Sarabia,26,Spain,82,Sevilla FC,€26M,€26K,Left,RCM,17,5'9,154lbs,€56.6M
270,198717,W. Zaha,25,Ivory Coast,82,Crystal Palace,€28.5M,€78K,Right,LS,11,5'11,146lbs,€56.3M
271,198706,Luis Alberto,25,Spain,82,Lazio,€28.5M,€67K,Right,CF,10,6'0,163lbs,€50.6M
272,198164,Jonathan Viera,28,Spain,82,Beijing Sinobo Guoan FC,€22.5M,€31K,Right,LF,23,5'7,141lbs,€49.5M
273,198141,Bartra,27,Spain,82,Real Betis,€21M,€32K,Right,CB,5,6'0,161lbs,€45.7M
274,197655,S. Coates,27,Uruguay,82,Sporting CP,€21M,€19K,Right,RCB,4,6'5,203lbs,€43.6M
275,195093,Willian José,26,Brazil,82,Real Sociedad,€26.5M,€44K,Right,ST,12,6'2,205lbs,€57.6M
276,193525,Mário Fernandes,27,Russia,82,PFC CSKA Moscow,€18.5M,€1K,Right,RB,6,6'2,176lbs,€40.7M
277,193469,Víctor Ruiz,29,Spain,82,Villarreal CF,€19.5M,€43K,Left,LCB,6,6'1,172lbs,€42.4M
278,193283,T. Delaney,26,Denmark,82,Borussia Dortmund,€21.5M,€61K,Left,LCM,8,6'0,174lbs,€38.2M
279,192984,K. Casteels,26,Belgium,82,VfL Wolfsburg,€19.5M,€46K,Left,GK,13,6'6,190lbs,€34.6M
280,192318,M. Götze,26,Germany,82,Borussia Dortmund,€27M,€67K,Right,CM,10,5'9,165lbs,€47.9M
281,192227,S. Mustafi,26,Germany,82,Arsenal,€22.5M,€115K,Right,RCB,20,6'0,181lbs,€44.4M
282,191180,J. Pastore,29,Argentina,82,Roma,€21.5M,€84K,Right,CAM,27,6'2,172lbs,€36.6M
283,189505,Pedro,30,Spain,82,Chelsea,€21M,€140K,Right,RW,11,5'7,143lbs,€38.9M
284,189125,G. Bonaventura,28,Italy,82,Milan,€22M,€115K,Right,CM,5,5'11,165lbs,€37.4M
285,189117,R. Bürki,27,Switzerland,82,Borussia Dortmund,€18.5M,€50K,Right,GK,21,6'2,187lbs,€32.8M
286,188803,Taison,30,Brazil,82,Shakhtar Donetsk,€21M,€1K,Right,LM,7,5'8,141lbs,€44.1M
287,187936,S. Nzonzi,29,France,82,Roma,€17M,€77K,Right,CDM,15,6'5,165lbs,€28.9M
288,187754,Marlos,30,Ukraine,82,Shakhtar Donetsk,€21M,€1K,Left,RM,11,5'9,152lbs,€44.1M
289,186561,A. Ramsey,27,Wales,82,Arsenal,€25M,€130K,Right,CAM,10,6'0,168lbs,€49.4M
290,186345,K. Trippier,27,England,82,Tottenham Hotspur,€18.5M,€99K,Right,RB,12,5'10,159lbs,€34.2M
291,185103,A. Kolarov,32,Serbia,82,Roma,€12.5M,€73K,Left,LB,11,6'2,183lbs,€21.3M
292,184484,G. Sigurðsson,28,Iceland,82,Everton,€22.5M,€125K,Right,CAM,10,6'1,181lbs,€42.8M
293,184431,S. Giovinco,31,Italy,82,Toronto FC,€20M,€15K,Right,CF,21,5'4,134lbs,€30M
294,184200,M. Arnautović,29,Austria,82,West Ham United,€22M,€120K,Right,LS,7,6'4,183lbs,€41.8M
295,184144,N. Gaitán,30,Argentina,82,Dalian YiFang FC,€21M,€22K,Left,CAM,9,5'8,146lbs,€45.2M
296,183711,J. Henderson,28,England,82,Liverpool,€18M,€125K,Right,RCM,8,6'0,176lbs,€34.2M
297,183574,M. Kruse,30,Germany,82,SV Werder Bremen,€21.5M,€45K,Left,ST,10,5'11,168lbs,€36.6M
298,183498,M. Parolo,33,Italy,82,Lazio,€9M,€59K,Right,RDM,16,6'0,165lbs,€15.3M
299,183376,L. Fejsa,29,Serbia,82,SL Benfica,€17M,€18K,Right,CDM,5,6'0,176lbs,€34M
300,183280,A. Rami,32,France,82,Olympique de Marseille,€12.5M,€57K,Right,RCB,23,6'3,198lbs,€23.8M
301,181786,V. Ćorluka,32,Croatia,82,Lokomotiv Moscow,€12.5M,€1K,Right,LCB,14,6'4,185lbs,€26.3M
302,181291,G. Wijnaldum,27,Netherlands,82,Liverpool,€23M,€130K,Right,CAM,8,5'9,152lbs,€43.7M
303,179847,F. Fazio,31,Argentina,82,Roma,€15M,€73K,Right,LCB,20,6'5,187lbs,€25.5M
304,178509,O. Giroud,31,France,82,Chelsea,€20M,€140K,Left,ST,9,6'4,203lbs,€37M
305,173521,Marcano,31,Spain,82,Roma,€15M,€73K,Left,CB,15,6'2,170lbs,€25.5M
306,171897,A. Guardado,31,Mexico,82,Real Betis,€19M,€35K,Left,CM,18,5'7,148lbs,€39.9M
307,170481,E. Garay,31,Argentina,82,Valencia CF,€15M,€44K,Right,RCB,24,6'2,198lbs,€31.5M
308,168530,Jardel,32,Brazil,82,SL Benfica,€12.5M,€17K,Right,LCB,33,6'4,192lbs,€25M
309,168435,S. Sirigu,31,Italy,82,Torino,€13.5M,€45K,Right,GK,1,6'4,176lbs,€23M
310,168354,E. Viviano,32,Italy,82,Sporting CP,€12.5M,€15K,Left,GK,1,6'5,198lbs,€25M
311,165229,L. Koscielny,32,France,82,Arsenal,€12.5M,€115K,Right,CB,6,6'1,165lbs,€23.8M
312,163489,A. Consigli,31,Italy,82,Sassuolo,€13.5M,€52K,Right,GK,47,6'2,181lbs,€23M
313,158963,L. Biglia,32,Argentina,82,Milan,€12.5M,€98K,Right,CDM,21,5'10,139lbs,€21.3M
314,146530,Dani Alves,35,Brazil,82,Paris Saint-Germain,€4.8M,€62K,Right,RB,13,5'8,150lbs,€8.9M
315,113422,David Villa,36,Spain,82,New York City FC,€8M,€12K,Right,ST,7,5'9,152lbs,€12M
316,106231,Aduriz,37,Spain,82,Athletic Club de Bilbao,€8M,€29K,Right,ST,20,6'0,172lbs,€16.8M
319,231677,M. Rashford,20,England,81,Manchester United,€27M,€110K,Right,LW,11,6'1,154lbs,€55.4M
320,230271,Laure Santeiro,30,Brazil,81,Fluminense,€17M,€40K,Left,CAM,8,5'7,139lbs,€32.3M
321,229906,L. Bailey,20,Jamaica,81,Bayer 04 Leverkusen,€26.5M,€54K,Left,LM,9,5'10,174lbs,€50.4M
322,229237,M. Akanji,22,Switzerland,81,Borussia Dortmund,€21M,€49K,Right,LCB,5,6'2,187lbs,€39.9M
323,228702,F. de Jong,21,Netherlands,81,Ajax,€26M,€19K,Right,LDM,7,5'11,154lbs,€41.6M
324,227928,Nélson Semedo,24,Portugal,81,FC Barcelona,€20M,€125K,Right,RB,2,5'10,148lbs,€42.5M
325,226456,Pablo Fornals,22,Spain,81,Villarreal CF,€24M,€36K,Right,CAM,8,5'10,148lbs,€52.2M
326,226271,Fabián,22,Spain,81,Napoli,€26M,€64K,Left,LM,8,6'2,154lbs,€49.4M
327,225508,E. Bailly,24,Ivory Coast,81,Manchester United,€21M,€105K,Right,CB,2,6'1,170lbs,€43.1M
328,222509,Dani Ceballos,21,Spain,81,Real Madrid,€25M,€120K,Right,LCM,21,5'10,154lbs,€56.3M
329,221992,H. Lozano,22,Mexico,81,PSV,€24M,€22K,Right,LS,22,5'9,154lbs,€35.4M
330,216475,Morales,30,Spain,81,Levante UD,€17M,€33K,Right,LS,11,5'11,154lbs,€35.7M
331,216451,J. Seri,26,Ivory Coast,81,Fulham,€20.5M,€73K,Right,LDM,24,5'7,161lbs,€40.5M
332,216409,M. Politano,24,Italy,81,Inter,€22.5M,€57K,Left,RM,16,5'7,148lbs,
333,216352,M. Brozović,25,Croatia,81,Inter,€18.5M,€64K,Right,LDM,77,5'11,150lbs,€32.8M
334,216201,Williams,24,Spain,81,Athletic Club de Bilbao,€24.5M,€31K,Right,LW,9,6'1,174lbs,€56.4M
335,214997,A. Correa,23,Argentina,81,Atlético Madrid,€24.5M,€54K,Right,RM,11,5'7,150lbs,€55.1M
336,213661,A. Christensen,22,Denmark,81,Chelsea,€21.5M,€91K,Right,LCB,6,6'2,179lbs,€44.1M
337,212814,João Mário,25,Portugal,81,Inter,€22.5M,€71K,Right,CAM,10,5'10,161lbs,€39.9M
338,212151,T. Strakosha,23,Albania,81,Lazio,€17M,€36K,Right,GK,1,6'4,172lbs,€30.2M
339,210864,E. Hysaj,24,Albania,81,Napoli,€20M,€58K,Right,RB,23,6'0,154lbs,€35.5M
340,210406,P. Zieliński,24,Poland,81,Napoli,€24.5M,€64K,Right,RCM,20,5'11,165lbs,€46.6M
341,210243,Ricardo Pereira,24,Portugal,81,Leicester City,€19M,€64K,Right,RB,14,5'9,154lbs,€37.5M
342,210035,Grimaldo,22,Spain,81,SL Benfica,€20.5M,€14K,Left,LB,3,5'7,152lbs,€45.1M
343,209889,R. Guerreiro,24,Portugal,81,Borussia Dortmund,€24M,€54K,Left,LM,13,5'7,157lbs,€42.6M
344,208135,A. Doucouré,25,France,81,Watford,€19.5M,€60K,Right,RDM,16,6'0,168lbs,€38.5M
345,207877,J. Martínez,25,Venezuela,81,Atlanta United,€22.5M,€14K,Right,LS,17,5'7,152lbs,€35.4M
346,207664,C. Bacca,31,Colombia,81,Villarreal CF,€16M,€45K,Right,LS,7,5'11,170lbs,€33.6M
347,206467,A. Plea,25,France,81,Borussia Mönchengladbach,€22M,€40K,Right,LW,14,5'11,174lbs,€39.1M
348,205923,B. Davies,25,Wales,81,Tottenham Hotspur,€18.5M,€87K,Left,LB,4,6'0,168lbs,€35.6M
349,205362,M. Nastasić,25,Serbia,81,FC Schalke 04,€18.5M,€36K,Left,LCB,5,6'2,183lbs,€32.8M
350,205175,A. Milik,24,Poland,81,Napoli,€25.5M,€71K,Left,CF,7,6'1,172lbs,€48.5M
351,204923,M. Sabitzer,24,Austria,81,RB Leipzig,€22.5M,€54K,Right,LM,9,5'10,170lbs,€39.9M
352,204884,B. Mendy,23,France,81,Manchester City,€20M,€105K,Left,LB,22,6'1,187lbs,€38.5M
353,204024,C. Kramer,27,Germany,81,Borussia Mönchengladbach,€17M,€35K,Right,CDM,6,6'3,168lbs,€30.2M
354,203890,S. Vrsaljko,26,Croatia,81,Inter,€18M,€57K,Right,RB,2,5'11,168lbs,
355,203486,T. Hazard,25,Belgium,81,Borussia Mönchengladbach,€21.5M,€40K,Right,RW,16,5'9,152lbs,€38.2M
356,202857,K. Bellarabi,28,Germany,81,Bayer 04 Leverkusen,€18M,€76K,Right,RM,38,6'0,179lbs,€30.6M
357,202685,S. Zaza,27,Italy,81,Torino,€21M,€48K,Left,RS,11,6'1,185lbs,
358,201454,F. Ghoulam,27,Algeria,81,Napoli,€16.5M,€68K,Left,LB,31,6'0,176lbs,€29.3M
359,200726,B. Lecomte,27,France,81,Montpellier HSC,€15M,€27K,Left,GK,40,6'1,172lbs,€31.1M
360,200647,J. Iličić,30,Slovenia,81,Atalanta,€17M,€41K,Left,CAM,7,6'3,174lbs,€28.9M
361,200610,K. Volland,25,Germany,81,Bayer 04 Leverkusen,€22M,€76K,Left,ST,31,5'10,187lbs,€39.1M
362,200454,Paco Alcácer,24,Spain,81,Borussia Dortmund,€23.5M,€59K,Right,ST,9,5'9,159lbs,€41.7M
363,199715,Vitolo,28,Spain,81,Atlético Madrid,€18M,€65K,Right,LM,23,6'1,174lbs,€36.9M
364,199503,G. Xhaka,25,Switzerland,81,Arsenal,€22M,€115K,Left,LDM,10,6'1,181lbs,€43.5M
365,199434,D. Tadić,29,Serbia,81,Ajax,€17.5M,€26K,Left,LAM,10,5'11,168lbs,€24.5M
366,199042,C. Aránguiz,29,Chile,81,Bayer 04 Leverkusen,€17M,€76K,Right,LDM,20,5'7,154lbs,€28.9M
367,196889,S. Verdi,25,Italy,81,Napoli,€19.5M,€77K,Left,RW,9,5'7,134lbs,€33.2M
368,195086,D. Lovren,28,Croatia,81,Liverpool,€16M,€115K,Right,RCB,6,6'2,185lbs,€31.6M
369,193532,G. Medel,30,Chile,81,Beşiktaş JK,€13M,€56K,Right,RCB,17,5'7,143lbs,€24.7M
370,193348,X. Shaqiri,26,Switzerland,81,Liverpool,€19M,€130K,Left,CAM,23,5'7,159lbs,€36.1M
371,193165,J. Corona,25,Mexico,81,FC Porto,€21.5M,€18K,Right,RM,17,5'8,137lbs,€44.6M
372,193105,A. Areola,25,France,81,Paris Saint-Germain,€16.5M,€61K,Right,GK,23,6'5,207lbs,€31.8M
373,192641,K. Vogt,26,Germany,81,TSG 1899 Hoffenheim,€17.5M,€42K,Right,CB,22,6'4,187lbs,€31.1M
374,191740,Ander Herrera,28,Spain,81,Manchester United,€17.5M,€140K,Right,CM,21,6'0,154lbs,€32.4M
375,190972,E. Salvio,27,Argentina,81,SL Benfica,€18.5M,€19K,Right,RW,18,5'8,170lbs,€37M
376,190813,S. El Shaarawy,25,Italy,81,Roma,€21M,€77K,Right,LM,92,5'10,159lbs,€37.3M
377,189881,C. Smalling,28,England,81,Manchester United,€16M,€130K,Right,RCB,12,6'4,179lbs,€30.8M
378,189362,Hulk,31,Brazil,81,Shanghai SIPG FC,€15.5M,€25K,Left,RCM,10,5'11,187lbs,€34.1M
379,189358,S. Kagawa,29,Japan,81,Borussia Dortmund,€17.5M,€65K,Right,CAM,23,5'9,150lbs,€29.8M
380,188988,M. Lanzini,25,Argentina,81,West Ham United,€23M,€90K,Right,CAM,10,5'6,130lbs,€45.4M
381,187491,F. Smolov,28,Russia,81,Lokomotiv Moscow,€18.5M,€1K,Right,ST,11,6'2,176lbs,€38.9M
382,187072,L. Stindl,29,Germany,81,Borussia Mönchengladbach,€18M,€43K,Right,CF,13,5'11,176lbs,€30.6M
383,185239,O. Toprak,28,Turkey,81,Borussia Dortmund,€16M,€59K,Right,CB,36,6'1,183lbs,€28.4M
384,183900,D. Perotti,29,Argentina,81,Roma,€17.5M,€84K,Right,LW,8,5'10,154lbs,€29.8M
385,182494,F. Muslera,32,Uruguay,81,Galatasaray SK,€10M,€52K,Right,GK,1,6'3,163lbs,€19M
386,179784,B. Höwedes,30,Germany,81,Lokomotiv Moscow,€13M,€1K,Right,RCB,5,6'2,170lbs,€27.3M
387,179645,S. Kjær,29,Denmark,81,Sevilla FC,€14M,€23K,Right,RCB,4,6'2,185lbs,€29.4M
388,177458,S. Bender,29,Germany,81,Bayer 04 Leverkusen,€14M,€69K,Right,LCB,5,6'1,176lbs,€23.8M
389,177326,M. Valbuena,33,France,81,Fenerbahçe SK,€11M,€86K,Right,LM,28,5'6,139lbs,€20.9M
390,175379,Pedro León,31,Spain,81,SD Eibar,€15.5M,€32K,Right,RM,21,6'0,161lbs,€32.6M
391,173909,K. Boateng,31,Ghana,81,Sassuolo,€15M,€65K,Right,CM,27,6'1,190lbs,€25.5M
392,173771,L. Piszczek,33,Poland,81,Borussia Dortmund,€7M,€57K,Right,RB,26,6'0,174lbs,€11.9M
393,173221,A. Candreva,31,Italy,81,Inter,€15.5M,€74K,Right,RM,87,5'11,154lbs,€26.4M
394,172522,D. Wass,29,Denmark,81,Valencia CF,€17M,€46K,Right,RB,18,5'11,163lbs,€35.7M
395,170368,E. Lamela,26,Argentina,81,Tottenham Hotspur,€21M,€105K,Left,RM,22,6'0,176lbs,€40.4M
396,169595,D. Rose,27,England,81,Tottenham Hotspur,€14.5M,€92K,Left,LB,3,5'9,168lbs,€26.8M
397,169416,C. Vela,29,Mexico,81,Los Angeles FC,€17.5M,€15K,Left,RW,10,5'10,170lbs,€26.3M
398,169195,Renato Augusto,30,Brazil,81,Beijing Sinobo Guoan FC,€16.5M,€28K,Right,LCM,5,6'1,190lbs,€36.3M
399,167905,A. Valencia,32,Ecuador,81,Manchester United,€10M,€120K,Right,RM,16,5'11,183lbs,€18.5M
400,164835,L. Fabiański,33,Poland,81,West Ham United,€9M,€70K,Right,GK,22,6'3,183lbs,€17.1M
401,162347,João Moutinho,31,Portugal,81,Wolverhampton Wanderers,€15M,€85K,Right,RCM,28,5'7,134lbs,€28.5M
402,161956,Borja Valero,33,Spain,81,Inter,€11M,€74K,Right,CAM,20,5'9,161lbs,€18.7M
403,159261,F. Quagliarella,35,Italy,81,Sampdoria,€8M,€39K,Right,RS,27,5'11,174lbs,€13.6M
404,159145,B. Gomis,32,France,81,Al Hilal,€14M,€56K,Right,ST,18,6'0,170lbs,€23.8M
405,157960,Manuel Fernandes,32,Portugal,81,Lokomotiv Moscow,€14M,€1K,Right,LM,4,5'9,165lbs,€29.4M
406,156519,H. Herrera,28,Mexico,81,FC Porto,€17.5M,€20K,Right,CM,16,6'0,159lbs,€35M
407,144622,Raffael,33,Brazil,81,Borussia Mönchengladbach,€11M,€41K,Right,CF,11,5'9,152lbs,€18.7M
408,139068,Nani,31,Portugal,81,Sporting CP,€15.5M,€19K,Right,LM,17,5'10,150lbs,€31M
409,138412,J. Milner,32,England,81,Liverpool,€13.5M,€120K,Right,CM,7,5'9,154lbs,€25.7M
410,112316,J. Mathieu,34,France,81,Sporting CP,€5.5M,€18K,Left,LCB,22,6'2,185lbs,€11M
412,239207,M. Gómez,21,Uruguay,80,RC Celta,€20.5M,€25K,Right,ST,18,6'1,185lbs,€44.6M
413,235790,K. Havertz,19,Germany,80,Bayer 04 Leverkusen,€22M,€32K,Left,CAM,29,6'2,183lbs,€41.8M
414,235569,T. Ndombele,21,France,80,Olympique Lyonnais,€22.5M,€51K,Right,CM,17,5'11,168lbs,€47.3M
415,234906,H. Aouar,20,France,80,Olympique Lyonnais,€23.5M,€51K,Right,LM,8,5'9,154lbs,€49.4M
416,234153,Carlos Soler,21,Spain,80,Valencia CF,€21M,€31K,Right,RM,8,5'11,168lbs,€48.3M
417,234035,Odriozola,22,Spain,80,Real Madrid,€18.5M,€115K,Right,RB,19,5'9,146lbs,€41.6M
418,230977,M. Almirón,24,Paraguay,80,Atlanta United,€19.5M,€11K,Left,CAM,10,5'9,139lbs,€30.7M
419,230347,Welington Dano,30,Brazil,80,Cruzeiro,€10.5M,€34K,Left,LB,5,5'10,152lbs,€20M
420,230234,Everton Andrão,34,Brazil,80,Fluminense,€4.5M,€34K,Right,CDM,6,5'10,165lbs,€8.5M
421,230142,Oyarzabal,21,Spain,80,Real Sociedad,€21M,€29K,Left,CAM,10,5'11,172lbs,€48.3M
422,228229,F. Balbuena,26,Paraguay,80,West Ham United,€15.5M,€80K,Right,RCB,4,6'2,187lbs,€30.6M
423,227536,M. Marega,27,Mali,80,FC Porto,€16M,€19K,Right,RS,11,6'1,183lbs,€32M
424,226851,B. Pavard,22,France,80,VfB Stuttgart,€17.5M,€33K,Right,RB,2,6'1,168lbs,€33.3M
425,226790,W. Ndidi,21,Nigeria,80,Leicester City,€17M,€50K,Right,LDM,25,6'0,163lbs,€33.6M
426,226753,A. Onana,22,Cameroon,80,Ajax,€14.5M,€14K,Right,GK,1,6'2,205lbs,€21.4M
427,226226,G. Lo Celso,22,Argentina,80,Real Betis,€20M,€72K,Left,RCM,20,5'9,154lbs,
428,224334,M. Acuña,26,Argentina,80,Sporting CP,€12.5M,€16K,Left,LB,9,5'8,152lbs,€25M
429,224293,Rúben Neves,21,Portugal,80,Wolverhampton Wanderers,€20.5M,€59K,Right,LCM,5,5'11,176lbs,€43.1M
430,221639,Mariano,24,Dominican Republic,80,Real Madrid,€20M,€140K,Right,ST,7,5'11,168lbs,€42.5M
431,221540,Raúl,28,Brazil,80,SC Braga,€12M,€19K,Left,CB,34,6'2,179lbs,€24M
432,220477,M. Caldara,24,Italy,80,Milan,€17.5M,€73K,Right,CB,33,6'2,176lbs,€33.3M
433,219985,M. Vecino,26,Uruguay,80,Inter,€14.5M,€63K,Right,LM,15,6'2,179lbs,€25.7M
434,219809,T. Bakayoko,23,France,80,Milan,€17M,€85K,Right,LCM,14,6'2,187lbs,
435,218339,M. Dahoud,22,Germany,80,Borussia Dortmund,€20M,€50K,Right,CM,19,5'10,150lbs,€38M
436,216547,Rafa,25,Portugal,80,SL Benfica,€18.5M,€17K,Right,RW,27,5'8,146lbs,€38.4M
437,215785,K. Baldé,23,Senegal,80,Inter,€20M,€65K,Right,RM,11,5'11,176lbs,
438,215316,G. Rulli,26,Argentina,80,Real Sociedad,€14M,€26K,Right,GK,23,6'2,185lbs,€30.5M
439,214584,F. Armani,31,Argentina,80,River Plate,€9M,€22K,Right,GK,1,6'2,194lbs,€12.6M
440,212692,Rony Lopes,22,Portugal,80,AS Monaco,€20M,€65K,Left,RM,7,5'9,150lbs,€39.5M
441,212623,Santi Mina,22,Spain,80,Valencia CF,€20M,€40K,Right,LS,22,5'11,170lbs,€43.5M
442,211748,K. Demirbay,24,Germany,80,TSG 1899 Hoffenheim,€19.5M,€37K,Left,RCM,10,6'0,159lbs,€34.6M
443,211688,Gayà,23,Spain,80,Valencia CF,€16.5M,€33K,Left,LB,3,5'8,146lbs,€35.9M
444,211575,André Gomes,24,Portugal,80,Everton,€19.5M,€130K,Right,LDM,8,6'2,185lbs,
445,211256,N. Tagliafico,25,Argentina,80,Ajax,€15M,€20K,Left,LB,3,5'7,143lbs,€22.1M
446,210896,M. Sanson,23,France,80,Olympique de Marseille,€19.5M,€47K,Right,RDM,8,5'11,161lbs,€38.5M
447,209960,Pacheco,26,Spain,80,Deportivo Alavés,€13M,€23K,Left,GK,1,6'1,179lbs,€28.3M
448,208333,E. Can,24,Germany,80,Juventus,€19.5M,€91K,Right,CM,23,6'0,181lbs,€33.6M
449,208128,H. Çalhanoğlu,24,Turkey,80,Milan,€19.5M,€89K,Right,CAM,10,5'10,168lbs,€34.6M
450,207862,M. Ginter,24,Germany,80,Borussia Mönchengladbach,€15.5M,€28K,Right,RWB,4,6'2,183lbs,€27.5M
451,207599,M. Keane,25,England,80,Everton,€15.5M,€88K,Right,RCB,4,6'3,181lbs,€30.6M
452,207439,L. Paredes,24,Argentina,80,,€0,€0,Right,CM,5,5'11,165lbs,
453,206413,T. Stepanenko,28,Ukraine,80,Shakhtar Donetsk,€12M,€1K,Left,RDM,6,5'11,168lbs,€25.2M
454,205988,L. Shaw,22,England,80,Manchester United,€16.5M,€96K,Left,LB,23,5'11,165lbs,€31.8M
455,205705,Z. Feddal,28,Morocco,80,Real Betis,€12M,€29K,Left,CB,4,6'3,183lbs,€25.2M
456,205693,S. Haller,24,France,80,Eintracht Frankfurt,€19M,€41K,Right,RS,9,6'3,201lbs,€33.7M
457,205525,Bernard,25,Brazil,80,Everton,€17.5M,€97K,Right,LM,20,5'5,132lbs,€34.6M
458,205114,T. Inui,30,Japan,80,Real Betis,€14M,€30K,Right,LM,8,5'7,139lbs,€29.4M
459,205070,Portu,26,Spain,80,Girona FC,€17.5M,€37K,Right,RM,9,5'10,154lbs,€38.1M
460,204529,M. Batshuayi,24,Belgium,80,Valencia CF,€19.5M,€105K,Right,ST,21,6'1,172lbs,
461,204399,E. Zahavi,30,Israel,80,"Guangzhou R&F; FC",€14.5M,€24K,Right,LS,7,6'0,157lbs,€31.2M
462,204120,T. Vaclík,29,Czech Republic,80,Sevilla FC,€11.5M,€17K,Right,GK,1,6'2,187lbs,€25M
463,203841,N. Pope,26,England,80,Burnley,€13M,€48K,Right,GK,23,6'7,168lbs,€25.7M
464,203747,Héctor Bellerín,23,Spain,80,Arsenal,€16.5M,€85K,Right,RB,2,5'10,163lbs,€32.6M
465,203605,P. Kadeřábek,26,Czech Republic,80,TSG 1899 Hoffenheim,€14M,€39K,Right,RWB,2,6'0,179lbs,€24.9M
466,203042,J. Butland,25,England,80,Stoke City,€14M,€39K,Right,GK,13,6'5,209lbs,€27.7M
467,202849,J. Vestergaard,25,Denmark,80,Southampton,€14.5M,€51K,Right,CB,3,6'6,216lbs,€28.6M
